Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,SignificantWaveHeight,MaxWaveHeight,PeakEnergyWavePeriod,ZeroUpcrossingWavePeriod,SeaSurfaceTemperature,Direction,Current Speed,Current Direction
Gold Coast Mk4,4217,1713108600,2024-04-15T01:30:00,-27.96456,153.44088,1.15,1.78,11.11,7.62,25.42,106.23,0.03,7.82
Gold Coast Mk4,4217,1713110400,2024-04-15T02:00:00,-27.96458,153.44093,1.13,1.78,11.11,7.43,25.38,107.46,0.01,338.2
Gold Coast Mk4,4217,1713112200,2024-04-15T02:30:00,-27.96456,153.44093,1.03,1.74,11.11,7.46,25.47,104.73,0.03,351.47
Gold Coast Mk4,4217,1713114000,2024-04-15T03:00:00,-27.96456,153.44093,1.17,1.94,11.11,8.03,25.47,107.11,0.02,35.08
Gold Coast Mk4,4217,1713115800,2024-04-15T03:30:00,-27.96459,153.44099,1.07,1.65,11.11,7.53,25.42,100.6,0.03,354.64
Gold Coast Mk4,4217,1713117600,2024-04-15T04:00:00,-27.96462,153.44103,1.11,1.86,11.11,7.62,25.47,102.89,0.02,248
Gold Coast Mk4,4217,1713119400,2024-04-15T04:30:00,-27.96462,153.44103,1.05,1.67,11.11,7.34,25.42,107.37,0.06,71.56
Gold Coast Mk4,4217,1713121200,2024-04-15T05:00:00,-27.96465,153.44112,1.21,1.87,11.11,7.94,25.38,103.33,0.04,2.73
Gold Coast Mk4,4217,1713123000,2024-04-15T05:30:00,-27.9647,153.44114,1.13,1.84,11.11,7.52,25.38,105.44,0.03,335.47
Gold Coast Mk4,4217,1713124800,2024-04-15T06:00:00,-27.96471,153.44114,1.07,2.06,10,7.38,25.33,102.27,0.05,29.71
Gold Coast Mk4,4217,1713126600,2024-04-15T06:30:00,-27.96475,153.44114,1.04,1.7,10.53,7.43,25.28,109.66,0.03,5.01
Gold Coast Mk4,4217,1713128400,2024-04-15T07:00:00,-27.9648,153.44118,1.14,1.95,11.11,7.71,25.33,104.73,0.03,50.64
Gold Coast Mk4,4217,1713130200,2024-04-15T07:30:00,-27.96485,153.44118,1.1,1.71,11.11,7.78,25.33,108.43,0.03,196.31
Gold Coast Mk4,4217,1713132000,2024-04-15T08:00:00,-27.96492,153.44114,1,1.83,10,7.39,25.28,102.62,0.04,167.03
Gold Coast Mk4,4217,1713133800,2024-04-15T08:30:00,-27.965,153.44103,1.12,1.88,10,7.68,25.38,97,0.02,96.26
Gold Coast Mk4,4217,1713135600,2024-04-15T09:00:00,-27.96509,153.44099,1.05,1.64,10.53,7.42,25.38,103.77,0.01,169.23
Gold Coast Mk4,4217,1713137400,2024-04-15T09:30:00,-27.96513,153.44093,1.13,1.76,10.53,7.59,25.42,103.77,0.03,144.18
Gold Coast Mk4,4217,1713139200,2024-04-15T10:00:00,-27.96516,153.44086,1.08,1.69,10,7.52,25.61,102.71,0.04,73.58
Gold Coast Mk4,4217,1713141000,2024-04-15T10:30:00,-27.96519,153.44078,1.01,1.88,10,7.19,25.7,100.07,0.03,108.22
Gold Coast Mk4,4217,1713142800,2024-04-15T11:00:00,-27.96519,153.44071,0.97,1.78,11.11,7.16,25.75,106.05,0.03,80.53
Gold Coast Mk4,4217,1713144600,2024-04-15T11:30:00,-27.96515,153.44067,1.06,1.54,10,7.09,25.84,102.27,0.02,219.6
Gold Coast Mk4,4217,1713146400,2024-04-15T12:00:00,-27.96515,153.44058,0.96,1.37,10,7.04,25.84,99.99,0.03,208.62
Gold Coast Mk4,4217,1713148200,2024-04-15T12:30:00,-27.96512,153.44054,0.99,1.77,10.53,6.86,25.84,106.32,0.05,204.22
Gold Coast Mk4,4217,1713150000,2024-04-15T13:00:00,-27.96515,153.44054,0.98,1.76,10.53,6.31,25.89,103.68,0.09,209.76
Gold Coast Mk4,4217,1713151800,2024-04-15T13:30:00,-27.96515,153.44052,0.96,1.59,10.53,6.04,25.89,105.44,0.09,206.33
Gold Coast Mk4,4217,1713153600,2024-04-15T14:00:00,-27.96515,153.44054,0.92,1.49,10,5.66,25.89,102.36,0.05,204.04
Gold Coast Mk4,4217,1713155400,2024-04-15T14:30:00,-27.96516,153.44054,0.92,1.44,10,5.51,25.75,99.46,0.03,195.16
Gold Coast Mk4,4217,1713157200,2024-04-15T15:00:00,-27.96516,153.44056,0.95,1.31,9.52,5.45,25.75,102.8,0.1,217.49
Gold Coast Mk4,4217,1713159000,2024-04-15T15:30:00,-27.9652,153.4406,0.94,1.83,9.52,5.33,25.75,100.34,0.05,222.86
Gold Coast Mk4,4217,1713160800,2024-04-15T16:00:00,-27.96522,153.44063,0.94,1.48,10,5.49,25.66,102.01,0.02,140.22
Gold Coast Mk4,4217,1713162600,2024-04-15T16:30:00,-27.96524,153.44067,0.88,1.49,9.09,5.23,25.66,98.93,0.07,200.7
Gold Coast Mk4,4217,1713164400,2024-04-15T17:00:00,-27.96525,153.44067,0.94,1.73,10,5.54,25.66,96.65,0.08,173.98
Gold Coast Mk4,4217,1713166200,2024-04-15T17:30:00,-27.96528,153.44073,0.97,1.63,10.53,5.78,25.61,105.88,0.1,183.21
Gold Coast Mk4,4217,1713168000,2024-04-15T18:00:00,-27.96528,153.44075,0.93,1.5,9.52,5.8,25.61,103.06,0.1,177.76
Gold Coast Mk4,4217,1713169800,2024-04-15T18:30:00,-27.96527,153.44073,0.95,1.72,10,5.57,25.66,106.05,0.13,180.92
Gold Coast Mk4,4217,1713171600,2024-04-15T19:00:00,-27.96528,153.44075,0.97,1.64,10,5.65,25.61,106.84,0.12,155.25
Gold Coast Mk4,4217,1713173400,2024-04-15T19:30:00,-27.96528,153.44078,0.93,1.47,9.09,5.75,25.61,102.62,0.1,156.75
Gold Coast Mk4,4217,1713175200,2024-04-15T20:00:00,-27.96528,153.44075,0.96,2.05,10,5.96,25.56,103.5,0.09,147.78
Gold Coast Mk4,4217,1713177000,2024-04-15T20:30:00,-27.96528,153.44078,0.86,1.28,10.53,5.63,25.52,106.4,0.13,152.53
Gold Coast Mk4,4217,1713178800,2024-04-15T21:00:00,-27.96528,153.44078,0.92,1.44,10,5.96,25.52,104.12,0.13,163.78
Gold Coast Mk4,4217,1713180600,2024-04-15T21:30:00,-27.96528,153.4408,0.89,1.53,9.52,6.05,25.47,113.79,0.11,144.7
Gold Coast Mk4,4217,1713182400,2024-04-15T22:00:00,-27.96528,153.44082,1,1.56,10,6.45,25.47,112.91,0.14,164.92
Gold Coast Mk4,4217,1713184200,2024-04-15T22:30:00,-27.9653,153.44084,0.92,1.46,9.52,6.1,25.42,101.39,0.11,143.65
Gold Coast Mk4,4217,1713186000,2024-04-15T23:00:00,-27.96528,153.44082,0.86,1.2,9.52,6.15,25.42,111.06,0.15,158.59
Gold Coast Mk4,4217,1713187800,2024-04-15T23:30:00,-27.96528,153.44082,0.88,1.41,10,6.29,25.47,106.93,0.08,163.25
Gold Coast Mk4,4217,1713189600,2024-04-16T00:00:00,-27.96527,153.44082,0.88,1.47,10.53,6.29,25.42,102.54,0.08,150.33
Gold Coast Mk4,4217,1713191400,2024-04-16T00:30:00,-27.96527,153.44084,0.87,1.25,9.52,6.35,25.42,104.65,0.07,150.33
Gold Coast Mk4,4217,1713193200,2024-04-16T01:00:00,-27.96527,153.44082,0.84,1.22,11.11,6.38,25.38,100.16,0.1,148.84
Gold Coast Mk4,4217,1713195000,2024-04-16T01:30:00,-27.96525,153.4408,0.83,1.35,9.09,6.24,25.33,108.69,0.08,129.76
Gold Coast Mk4,4217,1713196800,2024-04-16T02:00:00,-27.96525,153.44084,0.84,1.32,10,6.62,25.28,104.03,0.08,145.49
Gold Coast Mk4,4217,1713198600,2024-04-16T02:30:00,-27.96525,153.44086,0.87,1.61,9.52,6.7,25.28,99.81,0.1,142.51
Gold Coast Mk4,4217,1713200400,2024-04-16T03:00:00,-27.96525,153.4409,0.82,1.28,8.7,6.48,25.24,101.39,0.06,153.49
Gold Coast Mk4,4217,1713202200,2024-04-16T03:30:00,-27.96525,153.44093,0.88,1.59,8.7,6.66,25.24,106.14,0.08,158.95
Gold Coast Mk4,4217,1713204000,2024-04-16T04:00:00,-27.96525,153.44093,0.87,1.26,10,6.74,25.24,98.23,0.08,162.55
Gold Coast Mk4,4217,1713205800,2024-04-16T04:30:00,-27.96527,153.4409,0.9,1.58,10,6.81,25.24,104.65,0.08,188.13
Gold Coast Mk4,4217,1713207600,2024-04-16T05:00:00,-27.96527,153.4409,0.87,1.57,9.09,6.77,25.14,106.05,0.08,186.73
Gold Coast Mk4,4217,1713209400,2024-04-16T05:30:00,-27.96528,153.44088,0.88,1.37,11.11,6.86,25.14,95.24,0.07,174.86
Gold Coast Mk4,4217,1713211200,2024-04-16T06:00:00,-27.96527,153.4409,0.86,1.25,10.53,6.75,25.19,92.69,0.07,194.2
Gold Coast Mk4,4217,1713213000,2024-04-16T06:30:00,-27.96527,153.4409,0.82,1.45,10.53,6.6,25.24,93.13,0.08,168.7
Gold Coast Mk4,4217,1713214800,2024-04-16T07:00:00,-27.96527,153.44088,0.85,1.44,9.52,6.78,25.19,101.48,0.08,165.45
Gold Coast Mk4,4217,1713216600,2024-04-16T07:30:00,-27.96525,153.44086,0.8,1.32,10,6.74,25.24,92.34,0.08,191.65
Gold Coast Mk4,4217,1713218400,2024-04-16T08:00:00,-27.96522,153.44088,0.85,1.31,11.11,6.87,25.24,92.43,0.05,146.2
Gold Coast Mk4,4217,1713220200,2024-04-16T08:30:00,-27.96522,153.44086,0.9,1.38,11.11,7.22,25.24,102.97,0.04,126.15
Gold Coast Mk4,4217,1713222000,2024-04-16T09:00:00,-27.96524,153.44084,0.84,1.51,10.53,7.05,25.24,93.66,0.03,62.77
Gold Coast Mk4,4217,1713223800,2024-04-16T09:30:00,-27.96524,153.44084,0.92,1.47,13.33,7.1,25.33,109.92,0.03,210.55
Gold Coast Mk4,4217,1713225600,2024-04-16T10:00:00,-27.96524,153.44082,0.98,1.6,11.11,7.42,25.42,97.96,0.06,135.12
Gold Coast Mk4,4217,1713227400,2024-04-16T10:30:00,-27.96524,153.44073,0.87,1.35,14.29,6.88,25.47,98.05,0.06,180.13
Gold Coast Mk4,4217,1713229200,2024-04-16T11:00:00,-27.9652,153.44067,0.93,1.41,15.38,6.98,25.52,98.76,0.02,258.73
Gold Coast Mk4,4217,1713231000,2024-04-16T11:30:00,-27.96519,153.4406,0.89,1.44,11.76,6.66,25.52,101.3,0.08,193.23
Gold Coast Mk4,4217,1713232800,2024-04-16T12:00:00,-27.96515,153.44054,0.89,1.44,15.38,6.22,25.61,92.34,0.07,190.24
Gold Coast Mk4,4217,1713234600,2024-04-16T12:30:00,-27.96515,153.44054,0.87,1.35,14.29,5.79,25.66,93.74,0.06,206.68
Gold Coast Mk4,4217,1713236400,2024-04-16T13:00:00,-27.96515,153.44052,0.93,1.28,15.38,5.69,25.66,93.39,0.09,209.32
Gold Coast Mk4,4217,1713238200,2024-04-16T13:30:00,-27.96512,153.44047,0.9,1.46,15.38,5.56,25.61,91.19,0.09,216.97
Gold Coast Mk4,4217,1713240000,2024-04-16T14:00:00,-27.96512,153.44047,0.85,1.38,15.38,5.36,25.66,91.81,0.05,231.21
Gold Coast Mk4,4217,1713241800,2024-04-16T14:30:00,-27.96504,153.44047,0.93,1.53,15.38,5.31,25.61,92.34,0.11,209.05
Gold Coast Mk4,4217,1713243600,2024-04-16T15:00:00,-27.96509,153.4405,0.9,1.53,14.29,5.22,25.61,95.59,0.11,205.1
Gold Coast Mk4,4217,1713245400,2024-04-16T15:30:00,-27.96513,153.44047,0.9,1.49,14.29,5.32,25.56,92.6,0.14,212.31
Gold Coast Mk4,4217,1713247200,2024-04-16T16:00:00,-27.96522,153.44058,0.93,1.89,15.38,5.34,25.61,90.05,0.09,200.7
Gold Coast Mk4,4217,1713249000,2024-04-16T16:30:00,-27.96525,153.44063,0.94,1.54,15.38,5.32,25.56,90.49,0.12,197.89
Gold Coast Mk4,4217,1713250800,2024-04-16T17:00:00,-27.96527,153.44073,0.99,1.81,15.38,5.48,25.56,93.04,0.1,196.48
Gold Coast Mk4,4217,1713252600,2024-04-16T17:30:00,-27.96528,153.4408,1.1,1.85,15.38,6.06,25.52,95.24,0.09,176
Gold Coast Mk4,4217,1713254400,2024-04-16T18:00:00,-27.96528,153.44082,1.03,1.67,14.29,6.08,25.52,99.19,0.11,175.91
Gold Coast Mk4,4217,1713256200,2024-04-16T18:30:00,-27.96528,153.44078,1.03,1.73,14.29,6.16,25.47,93.48,0.07,198.15
Gold Coast Mk4,4217,1713258000,2024-04-16T19:00:00,-27.96527,153.44067,1.18,1.87,14.29,6.93,25.47,93.3,0.11,189.71
Gold Coast Mk4,4217,1713259800,2024-04-16T19:30:00,-27.96527,153.44067,1.14,1.66,15.38,6.77,25.47,92.43,0.14,179.34
Gold Coast Mk4,4217,1713261600,2024-04-16T20:00:00,-27.96525,153.44063,1.12,2.1,14.29,6.88,25.47,95.77,0.11,141.19
Gold Coast Mk4,4217,1713263400,2024-04-16T20:30:00,-27.96524,153.44065,1.13,2.03,15.38,7.24,25.38,96.47,0.09,131.69
Gold Coast Mk4,4217,1713265200,2024-04-16T21:00:00,-27.96522,153.44063,1.02,1.67,15.38,6.79,25.42,91.11,0.06,119.03
Gold Coast Mk4,4217,1713267000,2024-04-16T21:30:00,-27.96524,153.44065,1.08,2.37,14.29,7.1,25.38,93.3,0.11,149.19
Gold Coast Mk4,4217,1713268800,2024-04-16T22:00:00,-27.96525,153.44069,1.1,1.63,14.29,7.07,25.38,90.49,0.05,150.15
Gold Coast Mk4,4217,1713270600,2024-04-16T22:30:00,-27.96525,153.44071,1.07,1.64,14.29,6.78,25.38,92.87,0.05,147.78
Gold Coast Mk4,4217,1713272400,2024-04-16T23:00:00,-27.96527,153.44075,1.02,1.68,14.29,6.76,25.33,92.43,0.07,73.32
Gold Coast Mk4,4217,1713274200,2024-04-16T23:30:00,-27.96524,153.44073,1.14,1.81,14.29,7.24,25.28,93.83,0.03,122.55
Gold Coast Mk4,4217,1713276000,2024-04-17T00:00:00,-27.96524,153.44069,1.02,1.61,13.33,6.87,25.38,92.69,0.04,169.23
Gold Coast Mk4,4217,1713277800,2024-04-17T00:30:00,-27.96522,153.44071,1.07,1.82,13.33,7.09,25.28,89.26,0.02,162.2
Gold Coast Mk4,4217,1713279600,2024-04-17T01:00:00,-27.9652,153.44069,1.06,1.87,14.29,7.38,25.28,86.8,0.05,188.13
Gold Coast Mk4,4217,1713281400,2024-04-17T01:30:00,-27.9652,153.44071,1.02,1.63,14.29,7.14,25.28,91.19,0.05,180.22
Gold Coast Mk4,4217,1713283200,2024-04-17T02:00:00,-27.9652,153.44078,1.06,1.38,14.29,7.33,25.28,89.52,0.01,189.1
Gold Coast Mk4,4217,1713285000,2024-04-17T02:30:00,-27.9652,153.44078,0.97,1.37,14.29,7.07,25.24,93.48,0,112.62
Gold Coast Mk4,4217,1713286800,2024-04-17T03:00:00,-27.9652,153.4408,1.1,1.91,14.29,7.42,25.24,90.4,0.01,179.08
Gold Coast Mk4,4217,1713288600,2024-04-17T03:30:00,-27.9652,153.44084,1.08,2.36,14.29,7.71,25.24,91.19,0.02,49.85
Gold Coast Mk4,4217,1713290400,2024-04-17T04:00:00,-27.9652,153.44084,1.1,1.96,13.33,7.77,25.19,88.65,0.04,77.8
Gold Coast Mk4,4217,1713292200,2024-04-17T04:30:00,-27.9652,153.44084,1.08,1.67,14.29,7.71,25.19,84.51,0.03,127.21
Gold Coast Mk4,4217,1713294000,2024-04-17T05:00:00,-27.96522,153.44086,1.1,1.88,12.5,7.83,25.19,91.11,0.02,40.79
Gold Coast Mk4,4217,1713295800,2024-04-17T05:30:00,-27.96519,153.44093,1.07,1.7,13.33,7.65,25.19,93.22,0.04,88.35
Gold Coast Mk4,4217,1713297600,2024-04-17T06:00:00,-27.96516,153.4409,1.16,1.81,14.29,8.17,25.14,93.92,0.03,204.92
Gold Coast Mk4,4217,1713299400,2024-04-17T06:30:00,-27.96512,153.44093,1.16,1.72,14.29,7.97,25.05,92.07,0.07,242.64
Gold Coast Mk4,4217,1713301200,2024-04-17T07:00:00,-27.9651,153.44082,1.09,1.92,14.29,7.7,24.96,91.55,0.03,233.41
Gold Coast Mk4,4217,1713303000,2024-04-17T07:30:00,-27.9651,153.4408,1.16,1.86,13.33,8.01,25,90.76,0.04,274.64
Gold Coast Mk4,4217,1713304800,2024-04-17T08:00:00,-27.9651,153.44086,1.26,1.85,13.33,8.39,25,94.36,0.04,210.73
Gold Coast Mk4,4217,1713306600,2024-04-17T08:30:00,-27.9651,153.44078,1.17,1.93,12.5,8.27,25,94.01,0.04,189.36
Gold Coast Mk4,4217,1713308400,2024-04-17T09:00:00,-27.96512,153.44069,1.03,1.65,14.29,7.03,25.1,92.07,0.07,192.26
Gold Coast Mk4,4217,1713310200,2024-04-17T09:30:00,-27.96494,153.4406,1.19,2.35,14.29,7.62,25.14,91.9,0.06,211.34
Tweed Offshore,2487,1712671200,2024-04-10T00:00:00,-28.21387,153.68132,1.39,2.11,8.33,5.06,26.55,102.33,0.55,134.95
Tweed Offshore,2487,1712673000,2024-04-10T00:30:00,-28.21387,153.68132,1.33,2.46,8.33,4.95,26.55,96.62,0.54,133.45
Tweed Offshore,2487,1712674800,2024-04-10T01:00:00,-28.21387,153.68134,1.27,2.17,11.76,4.89,26.46,102.33,0.42,130.02
Tweed Offshore,2487,1712676600,2024-04-10T01:30:00,-28.21385,153.6813,1.23,1.96,13.33,4.69,26.41,114.38,0.35,128.26
Tweed Offshore,2487,1712678400,2024-04-10T02:00:00,-28.21378,153.68127,1.33,2.39,13.33,4.8,26.32,120.44,0.36,107.69
Tweed Offshore,2487,1712680200,2024-04-10T02:30:00,-28.21384,153.68119,1.28,2.21,12.5,4.76,26.27,121.23,0.3,125.71
Tweed Offshore,2487,1712682000,2024-04-10T03:00:00,-28.21387,153.68099,1.32,2.28,12.5,5.02,26.17,120.09,0.17,146.11
Tweed Offshore,2487,1712683800,2024-04-10T03:30:00,-28.21388,153.68104,1.28,2.12,12.5,4.77,26.13,110.42,0.24,163.34
Tweed Offshore,2487,1712685600,2024-04-10T04:00:00,-28.21388,153.68106,1.27,1.82,6.45,4.68,26.17,156.57,0.2,146.55
Tweed Offshore,2487,1712687400,2024-04-10T04:30:00,-28.2139,153.68097,1.41,2.28,8,5.11,26.13,131.69,0.2,165.1
Tweed Offshore,2487,1712689200,2024-04-10T05:00:00,-28.21387,153.68099,1.47,2.49,8.33,5.16,26.13,144.79,0.18,146.64
Tweed Offshore,2487,1712691000,2024-04-10T05:30:00,-28.21391,153.6808,1.59,2.38,8,5.53,26.08,155.26,0.15,165.19
Tweed Offshore,2487,1712692800,2024-04-10T06:00:00,-28.21387,153.68082,1.64,2.75,7.69,5.67,26.08,159.12,0.19,186.9
Tweed Offshore,2487,1712694600,2024-04-10T06:30:00,-28.21395,153.68078,1.82,2.73,8,5.66,26.13,165.19,0.18,166.51
Tweed Offshore,2487,1712696400,2024-04-10T07:00:00,-28.21395,153.68084,1.76,2.89,8.7,5.77,26.08,165.37,0.27,170.9
Tweed Offshore,2487,1712698200,2024-04-10T07:30:00,-28.21393,153.68089,1.75,2.78,8.7,5.64,25.99,170.38,0.23,149.8
Tweed Offshore,2487,1712700000,2024-04-10T08:00:00,-28.21395,153.68063,1.76,2.88,8.33,5.98,25.99,160.35,0.31,184.44
Tweed Offshore,2487,1712701800,2024-04-10T08:30:00,-28.21393,153.68054,1.88,2.99,8.7,6.32,25.99,165.19,0.36,192.09
Tweed Offshore,2487,1712703600,2024-04-10T09:00:00,-28.21397,153.68059,1.93,2.79,9.09,6.29,25.94,161.06,0.32,184.62
Tweed Offshore,2487,1712705400,2024-04-10T09:30:00,-28.21397,153.68063,1.68,2.92,9.09,6.2,25.84,166.16,0.3,175.74
Tweed Offshore,2487,1712707200,2024-04-10T10:00:00,-28.21399,153.68057,1.64,2.79,9.52,6.03,25.8,157.45,0.35,173.98
Tweed Offshore,2487,1712709000,2024-04-10T10:30:00,-28.214,153.68052,1.65,2.62,9.09,5.86,25.8,153.76,0.34,178.02
Tweed Offshore,2487,1712710800,2024-04-10T11:00:00,-28.21399,153.6805,1.54,2.51,9.09,5.49,25.84,143.56,0.33,168.18
Tweed Offshore,2487,1712712600,2024-04-10T11:30:00,-28.21399,153.68046,1.63,2.57,8.7,5.62,25.99,155.87,0.34,173.63
Tweed Offshore,2487,1712714400,2024-04-10T12:00:00,-28.21399,153.68044,1.62,2.7,9.09,5.71,25.99,161.32,0.39,169.32
Tweed Offshore,2487,1712716200,2024-04-10T12:30:00,-28.21395,153.68029,1.64,2.58,9.09,5.79,25.99,161.32,0.54,193.49
Tweed Offshore,2487,1712718000,2024-04-10T13:00:00,-28.21399,153.68031,1.77,3.17,7.14,5.99,26.17,155.43,0.55,190.68
Tweed Offshore,2487,1712719800,2024-04-10T13:30:00,-28.214,153.68031,1.92,3.09,9.52,6.45,26.32,153.85,0.61,185.85
Tweed Offshore,2487,1712721600,2024-04-10T14:00:00,-28.21402,153.68031,1.99,3.68,10,6.35,26.36,152.62,0.57,189.8
Tweed Offshore,2487,1712723400,2024-04-10T14:30:00,-28.21402,153.6802,2.16,3.65,9.09,6.72,26.55,160.71,0.62,189.45
Tweed Offshore,2487,1712725200,2024-04-10T15:00:00,-28.214,153.68024,2.47,3.83,8.7,7.01,26.51,160.88,0.6,181.98
Tweed Offshore,2487,1712727000,2024-04-10T15:30:00,-28.21402,153.68035,2.61,4.1,9.52,7.35,26.55,150.68,0.55,180.48
Tweed Offshore,2487,1712728800,2024-04-10T16:00:00,-28.21403,153.68039,3.01,4.7,10.53,7.81,26.46,162.2,0.59,178.81
Tweed Offshore,2487,1712730600,2024-04-10T16:30:00,-28.214,153.68046,3.14,4.99,11.11,7.98,26.46,158.24,0.55,177.93
Tweed Offshore,2487,1712732400,2024-04-10T17:00:00,-28.214,153.68054,3.02,5.88,11.11,7.77,26.41,156.57,0.56,175.56
Tweed Offshore,2487,1712734200,2024-04-10T17:30:00,-28.21402,153.68061,3.21,5.52,10,7.85,26.32,161.85,0.54,173.36
Tweed Offshore,2487,1712736000,2024-04-10T18:00:00,-28.21402,153.68054,3.21,5.2,10.53,7.79,26.17,161.94,0.48,175.03
Tweed Offshore,2487,1712737800,2024-04-10T18:30:00,-28.21399,153.68076,3.31,5.4,10,7.57,26.22,163.96,0.48,166.15
Tweed Offshore,2487,1712739600,2024-04-10T19:00:00,-28.21397,153.68076,2.65,4.53,9.52,7.04,26.27,164.93,0.47,169.05
Tweed Offshore,2487,1712741400,2024-04-10T19:30:00,-28.21395,153.68082,2.82,5.18,9.52,6.78,26.22,157.8,0.41,161.32
Tweed Offshore,2487,1712743200,2024-04-10T20:00:00,-28.21393,153.68099,3.15,4.98,10,7.05,26.17,159.91,0.38,168.88
Tweed Offshore,2487,1712745000,2024-04-10T20:30:00,-28.21388,153.68114,2.76,4.42,10,6.54,26.17,155.26,0.35,157.63
Tweed Offshore,2487,1712746800,2024-04-10T21:00:00,-28.21387,153.68114,2.9,4.24,10.53,6.78,26.17,158.24,0.28,153.85
Tweed Offshore,2487,1712748600,2024-04-10T21:30:00,-28.21378,153.68136,2.66,4.8,7.69,6.26,26.13,152.71,0.29,156.13
Tweed Offshore,2487,1712750400,2024-04-10T22:00:00,-28.21352,153.68172,2.64,4.31,10.53,6.13,26.08,148.75,0.23,127.74
Tweed Offshore,2487,1712752200,2024-04-10T22:30:00,-28.2126,153.68211,2.47,4.44,8.33,5.91,26.03,158.42,0.27,108.92
Tweed Offshore,2487,1712754000,2024-04-10T23:00:00,-28.21122,153.68127,2.32,4.05,10.53,5.89,25.99,148.57,0.28,91.96
Tweed Offshore,2487,1712755800,2024-04-10T23:30:00,-28.21092,153.68061,2.2,3.18,10,5.59,25.99,142.68,0.23,60.48
Tweed Offshore,2487,1712757600,2024-04-11T00:00:00,-28.21085,153.68044,2.1,3.2,11.11,5.52,25.99,143.74,0.21,42.81
Tweed Offshore,2487,1712759400,2024-04-11T00:30:00,-28.21082,153.68046,1.99,3.75,10.53,5.4,26.03,151.74,0.28,36.48
Tweed Offshore,2487,1712761200,2024-04-11T01:00:00,-28.2108,153.68046,1.85,2.89,10.53,5.35,25.89,155.08,0.33,18.64
Tweed Offshore,2487,1712763000,2024-04-11T01:30:00,-28.21075,153.68046,1.93,3.11,12.5,5.61,25.84,136.09,0.33,15.47
Tweed Offshore,2487,1712764800,2024-04-11T02:00:00,-28.21074,153.68048,1.93,3.93,11.11,5.76,25.8,147.69,0.33,349.27
Tweed Offshore,2487,1712766600,2024-04-11T02:30:00,-28.21075,153.68039,2.13,3.45,10.53,6.09,25.8,153.94,0.41,340.66
Tweed Offshore,2487,1712768400,2024-04-11T03:00:00,-28.21075,153.68039,2.12,3.64,14.29,6.12,25.75,125.28,0.43,338.2
Tweed Offshore,2487,1712770200,2024-04-11T03:30:00,-28.21078,153.68046,2.45,3.74,14.29,6.8,25.84,133.01,0.39,323.08
Tweed Offshore,2487,1712772000,2024-04-11T04:00:00,-28.21083,153.68054,2.31,3.83,14.29,6.71,25.84,132.75,0.35,321.14
Tweed Offshore,2487,1712773800,2024-04-11T04:30:00,-28.21086,153.68054,2.34,3.46,13.33,7.1,25.84,137.32,0.36,316.48
Tweed Offshore,2487,1712775600,2024-04-11T05:00:00,-28.21086,153.68063,2.43,4.46,13.33,7.42,25.84,143.21,0.33,329.76
Tweed Offshore,2487,1712777400,2024-04-11T05:30:00,-28.21089,153.68071,2.51,3.65,13.33,7.58,25.89,147.96,0.17,332.04
Tweed Offshore,2487,1712779200,2024-04-11T06:00:00,-28.21089,153.68071,2.59,4.59,13.33,7.73,25.84,152.62,0.24,319.56
Tweed Offshore,2487,1712781000,2024-04-11T06:30:00,-28.21089,153.68071,2.63,4.05,13.33,7.91,25.89,140.66,0.16,309.36
Tweed Offshore,2487,1712782800,2024-04-11T07:00:00,-28.21089,153.68071,2.52,4.24,14.29,7.71,25.89,138.02,0.19,325.27
Tweed Offshore,2487,1712784600,2024-04-11T07:30:00,-28.2109,153.68069,2.59,4.12,11.11,7.92,25.89,154.9,0.18,321.93
Tweed Offshore,2487,1712786400,2024-04-11T08:00:00,-28.21086,153.68059,2.66,4.07,12.5,8.1,25.89,150.33,0.15,320.88
Tweed Offshore,2487,1712788200,2024-04-11T08:30:00,-28.21078,153.68048,2.66,3.9,12.5,7.26,25.94,152.53,0.11,8.88
Tweed Offshore,2487,1712790000,2024-04-11T09:00:00,-28.21077,153.68039,2.22,3.47,11.76,6.29,25.89,154.9,0.17,354.11
Tweed Offshore,2487,1712791800,2024-04-11T09:30:00,-28.21077,153.68039,2.33,4.38,9.52,6.42,25.94,157.8,0.21,342.59
Tweed Offshore,2487,1712793600,2024-04-11T10:00:00,-28.21077,153.68042,2.43,4.02,11.76,6.62,25.89,149.19,0.28,356.57
Tweed Offshore,2487,1712795400,2024-04-11T10:30:00,-28.21077,153.68033,2.52,4.15,13.33,6.91,25.84,144.35,0.22,358.95
Tweed Offshore,2487,1712797200,2024-04-11T11:00:00,-28.21077,153.68024,2.52,3.8,12.5,6.52,25.8,144.18,0.32,10.55
Tweed Offshore,2487,1712799000,2024-04-11T11:30:00,-28.21082,153.6802,2.3,3.99,13.33,6.31,25.8,133.28,0.33,26.2
Tweed Offshore,2487,1712800800,2024-04-11T12:00:00,-28.21078,153.68024,2.55,4.57,10,6.52,25.8,146.38,0.35,20.31
Tweed Offshore,2487,1712802600,2024-04-11T12:30:00,-28.21077,153.68022,2.4,4.94,12.5,6.38,25.8,138.2,0.37,2.55
Tweed Offshore,2487,1712804400,2024-04-11T13:00:00,-28.21075,153.68024,2.26,3.53,13.33,6.1,25.75,138.46,0.33,1.41
