Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,SignificantWaveHeight,MaxWaveHeight,PeakEnergyWavePeriod,ZeroUpcrossingWavePeriod,SeaSurfaceTemperature,Direction,Current Speed,Current Direction
Gold Coast Mk4,4217,1712775600,2024-04-11T05:00:00,-27.96447,153.4408,1.24,2.09,14.29,6.11,25.28,90.05,0.25,334.59
Gold Coast Mk4,4217,1712777400,2024-04-11T05:30:00,-27.9645,153.44071,1.26,1.91,13.33,6.31,25.28,100.25,0.21,344.7
Gold Coast Mk4,4217,1712779200,2024-04-11T06:00:00,-27.9645,153.44082,1.28,1.9,13.33,6.79,25.14,106.23,0.18,353.93
Gold Coast Mk4,4217,1712781000,2024-04-11T06:30:00,-27.9645,153.4408,1.2,1.91,14.29,6.25,25.14,107.46,0.23,7.56
Gold Coast Mk4,4217,1712782800,2024-04-11T07:00:00,-27.9645,153.44082,1.25,1.99,13.33,6.44,25.14,104.65,0.19,9.32
Gold Coast Mk4,4217,1712784600,2024-04-11T07:30:00,-27.9645,153.44084,1.29,2.35,12.5,6.81,25.14,106.4,0.16,26.73
Gold Coast Mk4,4217,1712786400,2024-04-11T08:00:00,-27.9645,153.44084,1.29,2.16,13.33,6.28,25,99.28,0.3,14.24
Gold Coast Mk4,4217,1712788200,2024-04-11T08:30:00,-27.96449,153.44084,1.27,2.05,13.33,5.97,24.91,92.95,0.35,359.03
Gold Coast Mk4,4217,1712790000,2024-04-11T09:00:00,-27.96447,153.44082,1.37,2.29,12.5,6.01,24.73,99.63,0.41,351.03
Gold Coast Mk4,4217,1712791800,2024-04-11T09:30:00,-27.96447,153.44082,1.29,2.06,13.33,5.78,24.4,88.65,0.36,346.81
Gold Coast Mk4,4217,1712793600,2024-04-11T10:00:00,-27.96449,153.44082,1.2,2.47,10.53,5.52,24.4,92.34,0.35,341.98
Gold Coast Mk4,4217,1712795400,2024-04-11T10:30:00,-27.96449,153.44084,1.26,2.41,13.33,5.4,24.4,93.83,0.49,340.92
Gold Coast Mk4,4217,1712797200,2024-04-11T11:00:00,-27.96449,153.44084,1.11,1.93,10.53,5.38,24.4,92.78,0.38,342.42
Gold Coast Mk4,4217,1712799000,2024-04-11T11:30:00,-27.96449,153.44082,1.26,2.16,13.33,6.1,24.4,93.39,0.53,344.35
Gold Coast Mk4,4217,1712800800,2024-04-11T12:00:00,-27.96449,153.44084,1.14,2.36,11.76,5.71,24.4,99.9,0.45,342.24
Gold Coast Mk4,4217,1712802600,2024-04-11T12:30:00,-27.96449,153.4408,1.24,2.09,13.33,5.87,24.4,90.23,0.42,340.04
Gold Coast Mk4,4217,1712804400,2024-04-11T13:00:00,-27.96449,153.44082,1.19,2,13.33,5.29,24.5,89.26,0.52,337.58
Gold Coast Mk4,4217,1712806200,2024-04-11T13:30:00,-27.9645,153.44078,1.06,2.19,10,4.68,24.5,96.12,0.43,338.02
Gold Coast Mk4,4217,1712808000,2024-04-11T14:00:00,-27.96449,153.4408,1.18,2.18,12.5,5.03,24.5,101.74,0.48,333.1
Gold Coast Mk4,4217,1712809800,2024-04-11T14:30:00,-27.9645,153.44075,1.23,2.52,12.5,4.88,24.45,102.71,0.41,340.13
Gold Coast Mk4,4217,1712811600,2024-04-11T15:00:00,-27.9645,153.44069,1.33,2.5,12.5,4.91,24.5,99.99,0.43,325.45
Gold Coast Mk4,4217,1712813400,2024-04-11T15:30:00,-27.9645,153.44075,1.47,2.55,12.5,5.03,24.45,99.63,0.39,328.26
Gold Coast Mk4,4217,1712815200,2024-04-11T16:00:00,-27.96449,153.44078,1.34,2.33,13.33,4.97,24.31,97.17,0.41,337.05
Gold Coast Mk4,4217,1712817000,2024-04-11T16:30:00,-27.96449,153.44078,1.3,2.58,13.33,4.71,24.5,98.76,0.37,334.33
Gold Coast Mk4,4217,1712818800,2024-04-11T17:00:00,-27.96449,153.44078,1.32,2.55,13.33,4.82,24.54,99.37,0.34,341.1
Gold Coast Mk4,4217,1712820600,2024-04-11T17:30:00,-27.96449,153.44082,1.37,2.47,13.33,4.74,24.4,97.79,0.27,340.57
Gold Coast Mk4,4217,1712822400,2024-04-11T18:00:00,-27.96449,153.44075,1.29,2.6,13.33,4.93,24.5,102.71,0.26,335.12
Gold Coast Mk4,4217,1712824200,2024-04-11T18:30:00,-27.96447,153.44078,1.39,2.36,13.33,5.36,24.54,101.04,0.27,342.07
Gold Coast Mk4,4217,1712826000,2024-04-11T19:00:00,-27.96449,153.44078,1.52,2.54,12.5,5.49,24.4,107.19,0.26,338.11
Gold Coast Mk4,4217,1712827800,2024-04-11T19:30:00,-27.96449,153.4408,1.38,2.63,12.5,5.36,24.31,106.4,0.22,341.45
Gold Coast Mk4,4217,1712829600,2024-04-11T20:00:00,-27.9645,153.44082,1.56,2.93,12.5,5.63,24.36,104.21,0.35,330.81
Gold Coast Mk4,4217,1712831400,2024-04-11T20:30:00,-27.9645,153.4408,1.58,2.6,12.5,5.8,24.4,104.12,0.27,339.6
Gold Coast Mk4,4217,1712833200,2024-04-11T21:00:00,-27.9645,153.44075,1.33,2.08,13.33,5.6,24.45,104.82,0.24,336.09
Gold Coast Mk4,4217,1712835000,2024-04-11T21:30:00,-27.9645,153.44073,1.46,2.75,11.76,6.34,24.5,110.54,0.23,324.75
Gold Coast Mk4,4217,1712836800,2024-04-11T22:00:00,-27.96449,153.44078,1.53,2.39,11.76,6.45,24.27,110.71,0.33,331.87
Gold Coast Mk4,4217,1712838600,2024-04-11T22:30:00,-27.9645,153.44082,1.66,2.53,11.76,6.92,24.17,109.66,0.27,340.66
Gold Coast Mk4,4217,1712840400,2024-04-11T23:00:00,-27.9645,153.44084,1.54,2.35,11.76,7.15,24.13,105.35,0.29,346.37
Gold Coast Mk4,4217,1712842200,2024-04-11T23:30:00,-27.9645,153.44084,1.67,2.63,13.33,7.42,24.13,107.63,0.32,351.21
Gold Coast Mk4,4217,1712844000,2024-04-12T00:00:00,-27.9645,153.4408,1.63,2.24,12.5,7.39,24.17,115.02,0.19,332.92
Gold Coast Mk4,4217,1712845800,2024-04-12T00:30:00,-27.96449,153.44082,1.48,2.61,11.76,6.82,24.17,113.7,0.27,350.07
Gold Coast Mk4,4217,1712847600,2024-04-12T01:00:00,-27.96449,153.44082,1.46,2.35,12.5,6.37,24.17,104.91,0.25,346.2
Gold Coast Mk4,4217,1712849400,2024-04-12T01:30:00,-27.96447,153.44084,1.66,3.07,11.76,6.45,24.27,110.98,0.23,336.09
Gold Coast Mk4,4217,1712851200,2024-04-12T02:00:00,-27.96449,153.44084,1.75,2.77,12.5,6.55,24.17,105.79,0.25,349.36
Gold Coast Mk4,4217,1712853000,2024-04-12T02:30:00,-27.96449,153.44082,1.98,3.09,13.33,7.3,24.17,111.15,0.22,346.9
Gold Coast Mk4,4217,1712854800,2024-04-12T03:00:00,-27.9645,153.44084,1.83,3.06,12.5,6.87,24.17,108.16,0.23,351.65
Gold Coast Mk4,4217,1712856600,2024-04-12T03:30:00,-27.9645,153.44084,1.84,3.02,12.5,7.32,24.27,109.83,0.17,355.96
Gold Coast Mk4,4217,1712858400,2024-04-12T04:00:00,-27.9645,153.44082,1.87,3.3,12.5,7.46,24.36,109.74,0.2,341.01
Gold Coast Mk4,4217,1712860200,2024-04-12T04:30:00,-27.9645,153.44078,1.88,2.89,13.33,7.48,24.54,110.27,0.1,336.88
Gold Coast Mk4,4217,1712862000,2024-04-12T05:00:00,-27.9645,153.44078,1.81,2.55,13.33,6.91,24.36,110.1,0.13,345.58
Gold Coast Mk4,4217,1712863800,2024-04-12T05:30:00,-27.9645,153.44075,2.01,2.91,13.33,7.53,24.45,111.06,0.13,338.11
Gold Coast Mk4,4217,1712865600,2024-04-12T06:00:00,-27.96453,153.44071,2.18,3.75,13.33,7.92,24.68,111.41,0.14,318.24
Gold Coast Mk4,4217,1712867400,2024-04-12T06:30:00,-27.96453,153.44075,2.23,3.96,13.33,8,24.73,111.24,0.08,330.46
Gold Coast Mk4,4217,1712869200,2024-04-12T07:00:00,-27.96452,153.44075,2.14,3.45,13.33,7.52,24.73,112.29,0.11,334.95
Gold Coast Mk4,4217,1712871000,2024-04-12T07:30:00,-27.9645,153.44073,2.33,3.51,13.33,7.69,24.73,113.61,0.1,320.26
Gold Coast Mk4,4217,1712872800,2024-04-12T08:00:00,-27.96453,153.44069,2.11,3.24,13.33,7.55,24.73,110.89,0.14,327.12
Gold Coast Mk4,4217,1712874600,2024-04-12T08:30:00,-27.9645,153.44075,1.96,3.25,13.33,7.25,24.77,109.92,0.15,329.23
Gold Coast Mk4,4217,1712876400,2024-04-12T09:00:00,-27.96449,153.44073,2.21,3.23,13.33,6.77,24.77,110.98,0.12,324.31
Gold Coast Mk4,4217,1712878200,2024-04-12T09:30:00,-27.9645,153.44071,2.24,4.02,13.33,7.15,24.77,110.1,0.16,324.92
Gold Coast Mk4,4217,1712880000,2024-04-12T10:00:00,-27.96453,153.44071,1.96,3.63,13.33,6.74,24.73,114.58,0.09,309.1
Gold Coast Mk4,4217,1712881800,2024-04-12T10:30:00,-27.96453,153.44069,1.99,4.17,13.33,7.23,24.73,110.18,0.09,327.65
Gold Coast Mk4,4217,1712883600,2024-04-12T11:00:00,-27.96453,153.44069,2.33,3.4,14.29,7.72,24.73,112.29,0.09,331.69
Gold Coast Mk4,4217,1712885400,2024-04-12T11:30:00,-27.96455,153.44065,2.11,3.21,13.33,7.19,24.77,110.8,0.08,325.01
Gold Coast Mk4,4217,1712887200,2024-04-12T12:00:00,-27.96453,153.44069,2,3.28,13.33,6.9,24.77,111.15,0.08,314.2
Gold Coast Mk4,4217,1712889000,2024-04-12T12:30:00,-27.96453,153.44071,2.2,3.94,13.33,7.61,24.77,110.89,0.05,326.59
Gold Coast Mk4,4217,1712890800,2024-04-12T13:00:00,-27.96455,153.44069,1.83,2.73,13.33,6.92,24.77,111.24,0.1,315.78
Gold Coast Mk4,4217,1712892600,2024-04-12T13:30:00,-27.96456,153.44065,1.99,3.68,13.33,6.81,24.77,110.71,0.11,313.05
Gold Coast Mk4,4217,1712894400,2024-04-12T14:00:00,-27.96462,153.44058,1.84,3.24,13.33,6.3,24.82,112.91,0.07,296.35
Gold Coast Mk4,4217,1712896200,2024-04-12T14:30:00,-27.96462,153.44058,1.95,3.07,13.33,6.56,24.77,109.92,0.08,277.54
Gold Coast Mk4,4217,1712898000,2024-04-12T15:00:00,-27.96462,153.44054,2.03,3.77,13.33,6.59,24.59,110.54,0.09,297.76
Gold Coast Mk4,4217,1712899800,2024-04-12T15:30:00,-27.96464,153.44054,2.03,3.62,12.5,6.38,24.54,109.66,0.11,290.37
Gold Coast Mk4,4217,1712901600,2024-04-12T16:00:00,-27.96459,153.44058,1.94,3.58,13.33,6.28,24.54,113,0.1,295.65
Gold Coast Mk4,4217,1712903400,2024-04-12T16:30:00,-27.96458,153.4406,1.97,3.06,12.5,6.13,24.54,113.08,0.05,312
Gold Coast Mk4,4217,1712905200,2024-04-12T17:00:00,-27.96453,153.44067,1.95,3.17,12.5,6.14,24.54,109.3,0.08,308.13
Gold Coast Mk4,4217,1712907000,2024-04-12T17:30:00,-27.96455,153.44069,1.86,3.3,13.33,6.03,24.59,110.89,0.08,321.76
Gold Coast Mk4,4217,1712908800,2024-04-12T18:00:00,-27.9645,153.44078,1.9,3.13,11.76,6.04,24.59,112.21,0.13,324.04
Gold Coast Mk4,4217,1712910600,2024-04-12T18:30:00,-27.96453,153.44073,1.82,2.71,11.76,5.84,24.63,112.73,0.08,328.62
Gold Coast Mk4,4217,1712912400,2024-04-12T19:00:00,-27.96452,153.44071,1.86,2.72,12.5,5.91,24.68,112.56,0.09,340.75
Gold Coast Mk4,4217,1712914200,2024-04-12T19:30:00,-27.96452,153.44071,1.87,3.37,12.5,6.11,24.63,112.56,0.09,314.9
Gold Coast Mk4,4217,1712916000,2024-04-12T20:00:00,-27.96453,153.44073,1.75,3.07,12.5,6.11,24.63,110.71,0.08,324.04
Gold Coast Mk4,4217,1712917800,2024-04-12T20:30:00,-27.96453,153.44069,1.69,2.55,12.5,6.27,24.59,109.92,0.08,326.51
Gold Coast Mk4,4217,1712919600,2024-04-12T21:00:00,-27.96455,153.44073,1.75,2.73,13.33,6.91,24.59,111.5,0.04,290.2
Gold Coast Mk4,4217,1712921400,2024-04-12T21:30:00,-27.96453,153.44073,1.52,2.87,12.5,6.66,25.28,110.89,0.16,290.02
Gold Coast Mk4,4217,1712923200,2024-04-12T22:00:00,-27.96453,153.44075,1.51,2.84,12.5,6.5,25.42,115.28,0.11,292.66
Gold Coast Mk4,4217,1712925000,2024-04-12T22:30:00,-27.96453,153.44078,1.43,2.3,11.76,6.55,25.38,113.35,0.09,312.88
Gold Coast Mk4,4217,1712926800,2024-04-12T23:00:00,-27.96455,153.44078,1.36,2.22,13.33,6.7,25.42,110.54,0.09,312.53
Gold Coast Mk4,4217,1712928600,2024-04-12T23:30:00,-27.96455,153.4408,1.58,2.3,12.5,7.38,25.38,111.33,0.09,288.26
Gold Coast Mk4,4217,1712930400,2024-04-13T00:00:00,-27.96455,153.44082,1.52,2.46,12.5,7.21,25.38,110.45,0.12,307.25
Gold Coast Mk4,4217,1712932200,2024-04-13T00:30:00,-27.96453,153.44084,1.52,2.39,12.5,7.23,25.38,108.07,0.12,284.84
Gold Coast Mk4,4217,1712934000,2024-04-13T01:00:00,-27.96452,153.44088,1.46,2.36,11.76,7.1,25.38,111.94,0.07,300.48
Gold Coast Mk4,4217,1712935800,2024-04-13T01:30:00,-27.96453,153.4409,1.49,2.04,11.76,7.37,25.28,113,0.09,305.05
Gold Coast Mk4,4217,1712937600,2024-04-13T02:00:00,-27.96453,153.44088,1.46,2.58,12.5,7.24,25.28,108.07,0.04,302.07
Gold Coast Mk4,4217,1712939400,2024-04-13T02:30:00,-27.96453,153.44084,1.36,2.82,11.76,6.94,25.24,109.66,0.05,319.56
Gold Coast Mk4,4217,1712941200,2024-04-13T03:00:00,-27.96453,153.44086,1.46,2.36,11.76,7.33,25.24,108.78,0.05,320.44
Gold Coast Mk4,4217,1712943000,2024-04-13T03:30:00,-27.96453,153.44086,1.51,2.6,13.33,7.5,25.19,107.81,0.06,307.6
Gold Coast Mk4,4217,1712944800,2024-04-13T04:00:00,-27.96453,153.44088,1.59,2.74,11.76,7.82,25.14,112.12,0.07,336.79
Gold Coast Mk4,4217,1712946600,2024-04-13T04:30:00,-27.96453,153.44086,1.45,2.13,11.11,7.52,25.14,113.17,0.06,329.76
Gold Coast Mk4,4217,1712948400,2024-04-13T05:00:00,-27.96453,153.44084,1.5,2.7,11.76,7.52,25.1,110.54,0.08,323.52
Gold Coast Mk4,4217,1712950200,2024-04-13T05:30:00,-27.96453,153.44084,1.54,2.4,12.5,7.21,25.05,110.98,0.04,321.14
Gold Coast Mk4,4217,1712952000,2024-04-13T06:00:00,-27.96455,153.44078,1.58,2.27,11.76,7.03,25.19,109.92,0.06,286.33
Gold Coast Mk4,4217,1712953800,2024-04-13T06:30:00,-27.96456,153.44071,1.53,2.28,10.53,6.77,25.24,109.74,0.08,264.88
Gold Coast Mk4,4217,1712955600,2024-04-13T07:00:00,-27.96456,153.44069,1.54,2.23,11.76,6.73,25.24,109.66,0.05,252.92
Gold Coast Mk4,4217,1712957400,2024-04-13T07:30:00,-27.96456,153.44067,1.5,2.69,11.76,6.6,25.24,109.3,0.07,269.36
Gold Coast Mk4,4217,1712959200,2024-04-13T08:00:00,-27.96462,153.44063,1.57,3.07,11.76,6.56,25.24,109.3,0.08,262.95
Gold Coast Mk4,4217,1712961000,2024-04-13T08:30:00,-27.96464,153.4406,1.39,2.31,10.53,6.44,25.28,110.54,0.05,211.69
Gold Coast Mk4,4217,1712962800,2024-04-13T09:00:00,-27.96459,153.44065,1.35,2.32,11.11,6.46,25.28,108.25,0.04,254.33
Gold Coast Mk4,4217,1712964600,2024-04-13T09:30:00,-27.96464,153.4406,1.37,2.11,11.76,6.34,25.38,110.89,0.07,256.26
Gold Coast Mk4,4217,1712966400,2024-04-13T10:00:00,-27.96468,153.44054,1.39,2.07,11.11,6.3,25.42,107.72,0.08,235.34
Gold Coast Mk4,4217,1712968200,2024-04-13T10:30:00,-27.96477,153.44047,1.42,2.34,11.76,6.14,25.47,111.41,0.09,263.74
Gold Coast Mk4,4217,1712970000,2024-04-13T11:00:00,-27.96482,153.44043,1.33,2.09,11.76,5.88,25.47,111.33,0.11,253.89
Gold Coast Mk4,4217,1712971800,2024-04-13T11:30:00,-27.96483,153.44041,1.31,2.05,10.53,6.1,25.56,110.36,0.09,235.08
Gold Coast Mk4,4217,1712973600,2024-04-13T12:00:00,-27.9648,153.44043,1.36,2.06,11.11,6.14,25.61,110.01,0.07,249.05
Gold Coast Mk4,4217,1712975400,2024-04-13T12:30:00,-27.96486,153.44041,1.31,2.23,10,6.16,25.52,108.95,0.07,213.98
Gold Coast Mk4,4217,1712977200,2024-04-13T13:00:00,-27.96492,153.44041,1.27,2.58,11.11,5.94,25.61,108.25,0.09,244.92
Gold Coast Mk4,4217,1712979000,2024-04-13T13:30:00,-27.96501,153.44041,1.41,2.18,11.76,6.58,25.52,110.1,0.07,215.47
Gold Coast Mk4,4217,1712980800,2024-04-13T14:00:00,-27.96509,153.44045,1.36,2.11,11.76,6.21,25.56,107.99,0.11,221.1
Gold Coast Mk4,4217,1712982600,2024-04-13T14:30:00,-27.96516,153.44054,1.34,2.11,10.53,6.11,25.84,111.85,0.11,228.04
Gold Coast Mk4,4217,1712984400,2024-04-13T15:00:00,-27.96522,153.44063,1.28,2.37,11.11,6.08,25.75,107.81,0.1,219.08
Gold Coast Mk4,4217,1712986200,2024-04-13T15:30:00,-27.96525,153.44067,1.31,2.13,11.76,6.11,25.8,111.85,0.1,214.95
Gold Coast Mk4,4217,1712988000,2024-04-13T16:00:00,-27.96525,153.44069,1.3,1.97,11.11,5.84,25.75,112.38,0.11,212.75
Gold Coast Mk4,4217,1712989800,2024-04-13T16:30:00,-27.96528,153.44073,1.32,2.26,10.53,5.82,25.66,110.8,0.13,182.77
Gold Coast Mk4,4217,1712991600,2024-04-13T17:00:00,-27.96528,153.44075,1.44,2.27,12.5,6.12,25.61,114.05,0.15,182.86
Gold Coast Mk4,4217,1712993400,2024-04-13T17:30:00,-27.96528,153.44075,1.27,2,10,5.78,25.61,116.87,0.12,170.02
Gold Coast Mk4,4217,1712995200,2024-04-13T18:00:00,-27.96528,153.44075,1.38,2.46,12.5,6.34,25.61,115.02,0.11,179.43
Gold Coast Mk4,4217,1712997000,2024-04-13T18:30:00,-27.96528,153.44075,1.34,2.45,11.11,6.37,25.66,118.01,0.13,184.97
Gold Coast Mk4,4217,1712998800,2024-04-13T19:00:00,-27.96528,153.44078,1.4,2.24,12.5,6.4,25.61,117.83,0.13,168.26
Gold Coast Mk4,4217,1713000600,2024-04-13T19:30:00,-27.9653,153.44075,1.37,2.24,11.11,6.58,25.56,118.62,0.14,182.07
Gold Coast Mk4,4217,1713002400,2024-04-13T20:00:00,-27.96528,153.44069,1.46,2.12,11.11,6.43,25.56,118.27,0.2,170.9
Gold Coast Mk4,4217,1713004200,2024-04-13T20:30:00,-27.9653,153.44075,1.58,2.4,11.76,6.79,25.52,119.5,0.15,158.33
Gold Coast Mk4,4217,1713006000,2024-04-13T21:00:00,-27.9653,153.44078,1.49,2.56,11.76,6.71,25.47,113.96,0.2,165.98
Gold Coast Mk4,4217,1713007800,2024-04-13T21:30:00,-27.9653,153.4408,1.5,2.41,11.76,6.68,25.47,118.71,0.15,155.52
Gold Coast Mk4,4217,1713009600,2024-04-13T22:00:00,-27.96531,153.4408,1.49,2.54,11.76,6.7,25.33,120.38,0.18,149.01
Gold Coast Mk4,4217,1713011400,2024-04-13T22:30:00,-27.96531,153.4408,1.44,2.55,11.11,6.72,25.38,122.93,0.13,154.73
Gold Coast Mk4,4217,1713013200,2024-04-13T23:00:00,-27.96531,153.44082,1.46,2.72,11.76,6.93,25.24,118.45,0.2,154.11
Gold Coast Mk4,4217,1713015000,2024-04-13T23:30:00,-27.9653,153.44084,1.6,2.51,11.76,7.4,25.1,113.52,0.13,156.31
Gold Coast Mk4,4217,1713016800,2024-04-14T00:00:00,-27.9653,153.44084,1.55,2.3,11.11,7.18,25.14,115.37,0.13,141.1
Gold Coast Mk4,4217,1713018600,2024-04-14T00:30:00,-27.96528,153.44086,1.42,2.2,10.53,7.06,25.1,117.48,0.18,143.38
Gold Coast Mk4,4217,1713020400,2024-04-14T01:00:00,-27.96527,153.44086,1.42,2.23,13.33,7.19,25.1,111.85,0.16,142.77
Gold Coast Mk4,4217,1713022200,2024-04-14T01:30:00,-27.96528,153.44088,1.45,2.51,12.5,7.3,25.1,116.87,0.12,129.93
Gold Coast Mk4,4217,1713024000,2024-04-14T02:00:00,-27.96528,153.44088,1.42,2.18,11.76,7.31,24.59,119.15,0.25,173.54
Gold Coast Mk4,4217,1713025800,2024-04-14T02:30:00,-27.96528,153.44086,1.53,2.23,11.76,7.62,24.63,113,0.17,158.59
Gold Coast Mk4,4217,1713027600,2024-04-14T03:00:00,-27.96527,153.4409,1.43,2.58,11.76,7.63,24.91,115.81,0.14,161.05
Gold Coast Mk4,4217,1713029400,2024-04-14T03:30:00,-27.96528,153.4409,1.5,2.8,11.76,7.71,24.82,109.48,0.13,166.51
Gold Coast Mk4,4217,1713031200,2024-04-14T04:00:00,-27.96527,153.44093,1.48,2.16,12.5,7.96,24.87,111.24,0.13,159.21
Gold Coast Mk4,4217,1713033000,2024-04-14T04:30:00,-27.96527,153.44093,1.58,2.33,11.76,8.2,25,115.19,0.09,170.46
Gold Coast Mk4,4217,1713034800,2024-04-14T05:00:00,-27.96527,153.44093,1.53,2.41,11.11,8.29,25.1,113.26,0.12,146.81
Gold Coast Mk4,4217,1713036600,2024-04-14T05:30:00,-27.96527,153.44093,1.44,2.07,11.76,7.78,25.1,110.01,0.07,148.4
Gold Coast Mk4,4217,1713038400,2024-04-14T06:00:00,-27.96525,153.44097,1.54,2.43,11.11,7.68,25.14,111.41,0.1,151.74
Gold Coast Mk4,4217,1713040200,2024-04-14T06:30:00,-27.96524,153.44095,1.63,2.68,12.5,8.21,25.14,111.59,0.09,139.34
Gold Coast Mk4,4217,1713042000,2024-04-14T07:00:00,-27.96522,153.44095,1.51,2.33,11.11,7.92,25.19,111.15,0.07,137.76
Gold Coast Mk4,4217,1713043800,2024-04-14T07:30:00,-27.9652,153.44095,1.46,2.39,12.5,7.57,25.14,109.83,0.05,138.81
Gold Coast Mk4,4217,1713045600,2024-04-14T08:00:00,-27.96516,153.44099,1.38,2.02,11.11,7.35,25.19,109.57,0.03,107.69
Gold Coast Mk4,4217,1713047400,2024-04-14T08:30:00,-27.96513,153.44101,1.5,2.74,12.5,7.88,25.24,107.99,0.04,87.65
Gold Coast Mk4,4217,1713049200,2024-04-14T09:00:00,-27.96504,153.44101,1.45,2.23,11.76,7.48,25.28,111.94,0.06,50.73
Gold Coast Mk4,4217,1713051000,2024-04-14T09:30:00,-27.96489,153.44099,1.3,2.05,12.5,7.08,25.42,113.52,0.01,352.44
Gold Coast Mk4,4217,1713052800,2024-04-14T10:00:00,-27.96477,153.44093,1.35,1.99,11.76,7.03,25.42,109.48,0.02,32.26
Gold Coast Mk4,4217,1713054600,2024-04-14T10:30:00,-27.96462,153.44082,1.37,2.02,12.5,7.18,25.61,110.8,0.06,24.18
Gold Coast Mk4,4217,1713056400,2024-04-14T11:00:00,-27.96458,153.44069,1.35,2.92,11.76,7.1,25.66,109.74,0.04,353.58
Gold Coast Mk4,4217,1713058200,2024-04-14T11:30:00,-27.96458,153.44069,1.44,2.38,12.5,7.21,25.66,112.29,0.05,307.08
Gold Coast Mk4,4217,1713060000,2024-04-14T12:00:00,-27.96458,153.44069,1.36,2.95,11.76,7.17,25.84,113.7,0.03,333.1
Gold Coast Mk4,4217,1713061800,2024-04-14T12:30:00,-27.96456,153.44067,1.32,2.04,11.76,7.26,25.84,106.84,0.06,305.14
Gold Coast Mk4,4217,1713063600,2024-04-14T13:00:00,-27.96458,153.44069,1.35,2.06,11.76,7.24,25.7,110.01,0.04,332.48
Gold Coast Mk4,4217,1713065400,2024-04-14T13:30:00,-27.96458,153.44067,1.31,2.63,12.5,6.79,25.75,108.95,0.03,352
Gold Coast Mk4,4217,1713067200,2024-04-14T14:00:00,-27.96456,153.44069,1.27,1.97,12.5,6.62,25.7,106.58,0.09,281.76
Gold Coast Mk4,4217,1713069000,2024-04-14T14:30:00,-27.96455,153.44069,1.29,2.16,13.33,6.95,25.75,104.12,0.04,298.64
Gold Coast Mk4,4217,1713070800,2024-04-14T15:00:00,-27.96455,153.44069,1.25,1.78,12.5,6.61,25.75,106.49,0.09,278.07
Gold Coast Mk4,4217,1713072600,2024-04-14T15:30:00,-27.96456,153.44069,1.3,2.42,12.5,6.83,25.75,103.68,0.06,254.77
Gold Coast Mk4,4217,1713074400,2024-04-14T16:00:00,-27.96456,153.44069,1.2,2.27,11.11,6.56,25.75,109.57,0.07,283.69
Gold Coast Mk4,4217,1713076200,2024-04-14T16:30:00,-27.96456,153.44071,1.31,2.02,12.5,7.08,25.7,107.55,0.03,351.03
Gold Coast Mk4,4217,1713078000,2024-04-14T17:00:00,-27.96456,153.44071,1.18,2.45,13.33,6.56,25.66,105.52,0.01,272
Gold Coast Mk4,4217,1713079800,2024-04-14T17:30:00,-27.96458,153.44071,1.38,2.51,11.11,7.16,25.7,106.23,0.02,263.56
Gold Coast Mk4,4217,1713081600,2024-04-14T18:00:00,-27.96458,153.44069,1.3,2.09,11.76,7.05,25.66,109.13,0.04,255.38
Gold Coast Mk4,4217,1713083400,2024-04-14T18:30:00,-27.96459,153.44067,1.23,2.36,12.5,7.21,25.66,107.9,0.04,236.75
Gold Coast Mk4,4217,1713085200,2024-04-14T19:00:00,-27.96458,153.44069,1.29,2.46,12.5,7.12,25.61,109.04,0.07,272.62
Gold Coast Mk4,4217,1713087000,2024-04-14T19:30:00,-27.96459,153.44069,1.27,1.94,11.76,6.97,25.66,112.21,0.02,291.43
Gold Coast Mk4,4217,1713088800,2024-04-14T20:00:00,-27.96459,153.44067,1.21,2.22,12.5,7.16,25.61,112.21,0.03,246.68
Gold Coast Mk4,4217,1713090600,2024-04-14T20:30:00,-27.96462,153.44063,1.23,2.06,11.11,6.92,25.61,111.77,0.01,180.84
Gold Coast Mk4,4217,1713092400,2024-04-14T21:00:00,-27.96468,153.44056,1.31,2.26,10,7.09,25.56,104.03,0.01,318.51
Gold Coast Mk4,4217,1713094200,2024-04-14T21:30:00,-27.9647,153.44054,1.23,2.09,11.76,6.91,25.56,110.01,0.04,356.92
Gold Coast Mk4,4217,1713096000,2024-04-14T22:00:00,-27.96468,153.44058,1.05,1.56,10,6.45,25.52,104.56,0.02,252.4
Gold Coast Mk4,4217,1713097800,2024-04-14T22:30:00,-27.96459,153.44067,1.24,2.08,11.76,7.05,25.47,106.76,0.01,20.57
Gold Coast Mk4,4217,1713099600,2024-04-14T23:00:00,-27.96459,153.44069,1.15,1.76,10,6.9,25.47,108.69,0.02,306.55
Gold Coast Mk4,4217,1713101400,2024-04-14T23:30:00,-27.96458,153.44078,1.21,1.9,11.76,7.49,25.42,108.16,0.03,354.81
Gold Coast Mk4,4217,1713103200,2024-04-15T00:00:00,-27.96456,153.44078,1.18,1.94,11.76,7.31,25.42,108.6,0.02,52.57
Gold Coast Mk4,4217,1713105000,2024-04-15T00:30:00,-27.96456,153.44082,1.18,2.18,10,7.34,25.42,103.94,0.02,299.78
Gold Coast Mk4,4217,1713106800,2024-04-15T01:00:00,-27.96456,153.44088,1.15,1.87,10.53,7.39,25.42,107.81,0.06,27.43
